,verse,tsne_embedding
477,"24:19 And when she had done giving him drink, she said, I will draw water for
thy camels also, until they have done drinking.","[14.095477104187012, 25.12071990966797]"
478,"24:20 And she hasted, and emptied her pitcher into the trough, and ran again
unto the well to draw water, and drew for all his camels.","[14.65780258178711, 25.50765609741211]"
479,"24:21 And the man wondering at her held his peace, to wit whether the LORD had
made his journey prosperous or not.","[0.8316866159439087, 9.774774551391602]"
480,"24:22 And it came to pass, as the camels had done drinking, that the man took a
golden earring of half a shekel weight, and two bracelets for her hands of ten
shekels weight of gold; 24:23 And said, Whose daughter art thou? tell me, I
pray thee: is there room in thy father’s house for us to lodge in? 24:24 And
she said unto him, I am the daughter of Bethuel the son of Milcah, which she
bare unto Nahor.","[18.156326293945312, 12.586941719055176]"
481,"24:25 She said moreover unto him, We have both straw and provender enough, and
room to lodge in.","[-15.013860702514648, -3.178025245666504]"
482,"24:26 And the man bowed down his head, and worshipped the LORD.","[-0.9453719258308411, 11.966937065124512]"
483,"24:27 And he said, Blessed be the LORD God of my master Abraham, who hath not
left destitute my master of his mercy and his truth: I being in the way, the
LORD led me to the house of my master’s brethren.","[-3.4428772926330566, 11.322074890136719]"
484,"24:28 And the damsel ran, and told them of her mother’s house these things.","[18.56070899963379, 23.028087615966797]"
485,"24:29 And Rebekah had a brother, and his name was Laban: and Laban ran out unto
the man, unto the well.","[15.186400413513184, 12.999007225036621]"
486,"24:30 And it came to pass, when he saw the earring and bracelets upon his
sister’s hands, and when he heard the words of Rebekah his sister, saying, Thus
spake the man unto me; that he came unto the man; and, behold, he stood by the
camels at the well.","[15.20627212524414, 14.351036071777344]"
487,"24:31 And he said, Come in, thou blessed of the LORD; wherefore standest thou
without? for I have prepared the house, and room for the camels.","[-15.01555347442627, -2.2477803230285645]"
488,"24:32 And the man came into the house: and he ungirded his camels, and gave
straw and provender for the camels, and water to wash his feet, and the men’s
feet that were with him.","[-14.799297332763672, -1.9076695442199707]"
489,"24:33 And there was set meat before him to eat: but he said, I will not eat,
until I have told mine errand. And he said, Speak on.","[-15.65017318725586, -23.58547592163086]"
490,"24:34 And he said, I am Abraham’s servant.","[-2.8559088706970215, 11.521257400512695]"
491,"24:35 And the LORD hath blessed my master greatly; and he is become great: and
he hath given him flocks, and herds, and silver, and gold, and menservants, and
maidservants, and camels, and asses.","[-17.364673614501953, -0.048904452472925186]"
492,"24:36 And Sarah my master’s wife bare a son to my master when she was old: and
unto him hath he given all that he hath.","[7.270807266235352, 13.671724319458008]"
493,"24:37 And my master made me swear, saying, Thou shalt not take a wife to my son
of the daughters of the Canaanites, in whose land I dwell: 24:38 But thou shalt
go unto my father’s house, and to my kindred, and take a wife unto my son.","[6.781991958618164, 10.34844970703125]"
494,"24:39 And I said unto my master, Peradventure the woman will not follow me.","[4.235114574432373, 11.610093116760254]"
495,"24:40 And he said unto me, The LORD, before whom I walk, will send his angel
with thee, and prosper thy way; and thou shalt take a wife for my son of my
kindred, and of my father’s house: 24:41 Then shalt thou be clear from this my
oath, when thou comest to my kindred; and if they give not thee one, thou shalt
be clear from my oath.","[5.676025867462158, 9.657212257385254]"
496,"24:42 And I came this day unto the well, and said, O LORD God of my master
Abraham, if now thou do prosper my way which I go: 24:43 Behold, I stand by the
well of water; and it shall come to pass, that when the virgin cometh forth to
draw water, and I say to her, Give me, I pray thee, a little water of thy
pitcher to drink; 24:44 And she say to me, Both drink thou, and I will also
draw for thy camels: let the same be the woman whom the LORD hath appointed out
for my master’s son.","[15.975488662719727, 26.079448699951172]"
497,"24:45 And before I had done speaking in mine heart, behold, Rebekah came forth
with her pitcher on her shoulder; and she went down unto the well, and drew
water: and I said unto her, Let me drink, I pray thee.","[15.254180908203125, 27.19459342956543]"
498,"24:46 And she made haste, and let down her pitcher from her shoulder, and said,
Drink, and I will give thy camels drink also: so I drank, and she made the
camels drink also.","[13.937795639038086, 25.849586486816406]"
499,"24:47 And I asked her, and said, Whose daughter art thou? And she said, the
daughter of Bethuel, Nahor’s son, whom Milcah bare unto him: and I put the
earring upon her face, and the bracelets upon her hands.","[18.275251388549805, 12.5130615234375]"
500,"24:48 And I bowed down my head, and worshipped the LORD, and blessed the LORD
God of my master Abraham, which had led me in the right way to take my master’s
brother’s daughter unto his son.","[-2.7268476486206055, 12.323339462280273]"
501,"24:49 And now if ye will deal kindly and truly with my master, tell me: and if
not, tell me; that I may turn to the right hand, or to the left.","[-0.8456751108169556, 8.564493179321289]"
502,"24:50 Then Laban and Bethuel answered and said, The thing proceedeth from the
LORD: we cannot speak unto thee bad or good.","[-0.9887861609458923, 7.590378761291504]"
503,"24:51 Behold, Rebekah is before thee, take her, and go, and let her be thy
master’s son’s wife, as the LORD hath spoken.","[13.529321670532227, 15.781105995178223]"
504,"24:52 And it came to pass, that, when Abraham’s servant heard their words, he
worshipped the LORD, bowing himself to the earth.","[-1.7654318809509277, 11.861236572265625]"
505,"24:53 And the servant brought forth jewels of silver, and jewels of gold, and
raiment, and gave them to Rebekah: he gave also to her brother and to her
mother precious things.","[16.870100021362305, 14.177421569824219]"
506,"24:54 And they did eat and drink, he and the men that were with him, and
tarried all night; and they rose up in the morning, and he said, Send me away
unto my master.","[-13.51517391204834, -22.474393844604492]"
507,"24:55 And her brother and her mother said, Let the damsel abide with us a few
days, at the least ten; after that she shall go.","[19.276140213012695, 22.574968338012695]"
508,"24:56 And he said unto them, Hinder me not, seeing the LORD hath prospered my
way; send me away that I may go to my master.","[-0.020524732768535614, 9.535794258117676]"
509,"24:57 And they said, We will call the damsel, and enquire at her mouth.","[18.512596130371094, 23.178939819335938]"
510,"24:58 And they called Rebekah, and said unto her, Wilt thou go with this man?
And she said, I will go.","[14.343743324279785, 15.392946243286133]"
511,"24:59 And they sent away Rebekah their sister, and her nurse, and Abraham’s
servant, and his men.","[15.231525421142578, 15.888139724731445]"
512,"24:60 And they blessed Rebekah, and said unto her, Thou art our sister, be thou
the mother of thousands of millions, and let thy seed possess the gate of those
which hate them.","[12.984580993652344, 15.242527961730957]"
513,"24:61 And Rebekah arose, and her damsels, and they rode upon the camels, and
followed the man: and the servant took Rebekah, and went his way.","[15.013644218444824, 15.036569595336914]"
514,"24:62 And Isaac came from the way of the well Lahairoi; for he dwelt in the
south country.","[-8.612079620361328, 10.999588012695312]"
515,"24:63 And Isaac went out to meditate in the field at the eventide: and he
lifted up his eyes, and saw, and, behold, the camels were coming.","[13.548443794250488, 21.75754737854004]"
516,"24:64 And Rebekah lifted up her eyes, and when she saw Isaac, she lighted off
the camel.","[13.777944564819336, 21.025463104248047]"
517,"24:65 For she had said unto the servant, What man is this that walketh in the
field to meet us? And the servant had said, It is my master: therefore she took
a vail, and covered herself.","[2.554605007171631, 11.24577808380127]"
518,24:66 And the servant told Isaac all things that he had done.,"[-4.634795665740967, 9.847007751464844]"
519,"24:67 And Isaac brought her into his mother Sarah’s tent, and took Rebekah, and
she became his wife; and he loved her: and Isaac was comforted after his
mother’s death.","[12.780529975891113, 17.060270309448242]"
520,"25:1 Then again Abraham took a wife, and her name was Keturah.","[11.96237564086914, 19.02211570739746]"
521,"25:2 And she bare him Zimran, and Jokshan, and Medan, and Midian, and Ishbak,
and Shuah.","[18.673809051513672, 16.55495262145996]"
522,"25:3 And Jokshan begat Sheba, and Dedan. And the sons of Dedan were Asshurim,
and Letushim, and Leummim.","[10.417920112609863, 47.41583251953125]"
523,"25:4 And the sons of Midian; Ephah, and Epher, and Hanoch, and Abidah, and
Eldaah. All these were the children of Keturah.","[27.76612663269043, 26.730085372924805]"
524,25:5 And Abraham gave all that he had unto Isaac.,"[-6.425146102905273, 10.572526931762695]"
525,"25:6 But unto the sons of the concubines, which Abraham had, Abraham gave
gifts, and sent them away from Isaac his son, while he yet lived, eastward,
unto the east country.","[-6.59379768371582, 9.597914695739746]"
